cancion;'Sorry I Am Late - The Blaze Remix';'Time Flies';'Fire Flies';"""Cello Sonata No. 1 in E Minor, Op. 38 No. 1 (Arr. for 2 Cellos): I. Allegro non troppo""";"""Mi Confesión""";'Dame una Señal'
energy;0.71;0.63;0.511;0.279;0.451;0.541
